X_mm,Y_mm,Mean_Delta,Abs_Delta,Count,Reliability
138.927,-35.256,-30.511,30.511,8.0,1.682
-132.827,56.952,-29.149,29.149,8.0,1.084
-55.183,132.888,-27.778,27.778,8.0,1.024
-132.827,-56.952,-27.06,27.06,8.0,1.154
72.375,127.464,-27.049,27.049,8.0,1.864
-55.183,-132.888,-26.468,26.468,8.0,1.727
16.915,-18.984,-26.329,26.329,8.0,1.781
0.277,-132.888,-26.134,26.134,8.0,1.907
-16.361,56.952,-25.963,25.963,8.0,1.99
-49.637,-35.256,-25.949,25.949,8.0,1.847
