X_mm,Y_mm,Mean_Delta,Abs_Delta,Count,Reliability
94.559,62.376,-25.295,25.295,8.0,2.483
-94.005,94.92,-24.796,24.796,8.0,2.424
94.559,-94.92,-24.479,24.479,8.0,2.211
-55.183,-94.92,-24.946,24.946,8.0,2.108
72.375,-2.712,-25.012,25.012,8.0,2.082
72.375,-67.8,-25.499,25.499,8.0,2.046
55.737,-132.888,-24.026,24.026,8.0,1.994
-16.361,56.952,-25.963,25.963,8.0,1.99
-55.183,94.92,-25.654,25.654,8.0,1.941
0.277,-132.888,-26.134,26.134,8.0,1.907
