WaferID,BTM_X_mm,BTM_Y_mm,BTM_Thickness,DMT_X_mm,DMT_Y_mm,DMT_Thickness,Distance_mm,Thickness_Delta,BTM_File,DMT_File
AANBD183TEG3,71.2,-3.6,3382.0,72.0,-3.0,3356.669,0.9999999999999978,25.33100000000013,M484-3375-ttg-TFK-matching.csv,2026-03-26T10.49.34.0629148-LCTW01516-8374-DMT115-TTG622-DMTDUMMY.xml
AANBD183TEG3,57.9,57.9,3383.0,57.0,57.0,3359.072,1.2727922061357835,23.927999999999884,M484-3375-ttg-TFK-matching.csv,2026-03-26T10.49.34.0629148-LCTW01516-8374-DMT115-TTG622-DMTDUMMY.xml
AANBD183TEG3,-71.2,61.9,3382.0,-72.0,63.0,3358.472,1.3601470508735438,23.527999999999793,M484-3375-ttg-TFK-matching.csv,2026-03-26T10.49.34.0629148-LCTW01516-8374-DMT115-TTG622-DMTDUMMY.xml
AANBD183TEG3,19.3,-96.5,3378.0,18.0,-96.0,3356.477,1.3928388277184127,21.52300000000014,M484-3375-ttg-TFK-matching.csv,2026-03-26T10.49.34.0629148-LCTW01516-8374-DMT115-TTG622-DMTDUMMY.xml
AANBD183TEG3,19.3,96.5,3382.0,18.0,96.0,3360.293,1.3928388277184127,21.70699999999988,M484-3375-ttg-TFK-matching.csv,2026-03-26T10.49.34.0629148-LCTW01516-8374-DMT115-TTG622-DMTDUMMY.xml
AANBD183TEG3,96.5,19.3,3380.0,96.0,18.0,3355.474,1.3928388277184127,24.52599999999984,M484-3375-ttg-TFK-matching.csv,2026-03-26T10.49.34.0629148-LCTW01516-8374-DMT115-TTG622-DMTDUMMY.xml
AANBD183TEG3,71.2,-69.2,3378.0,72.0,-69.0,3352.081,0.82462112512353,25.91899999999987,M484-3375-ttg-TFK-matching.csv,2026-03-26T10.49.34.0629148-LCTW01516-8374-DMT115-TTG622-DMTDUMMY.xml
AANBD183TEG3,-96.5,-57.9,3378.0,-96.0,-57.0,3356.676,1.0295630140986987,21.32400000000007,M484-3375-ttg-TFK-matching.csv,2026-03-26T10.49.34.0629148-LCTW01516-8374-DMT115-TTG622-DMTDUMMY.xml
AANBD183TEG3,-57.9,-96.5,3378.0,-57.0,-96.0,3354.996,1.0295630140986987,23.003999999999905,M484-3375-ttg-TFK-matching.csv,2026-03-26T10.49.34.0629148-LCTW01516-8374-DMT115-TTG622-DMTDUMMY.xml
AANBD183TEG3,-57.9,96.5,3381.0,-57.0,96.0,3356.491,1.0295630140986987,24.509000000000015,M484-3375-ttg-TFK-matching.csv,2026-03-26T10.49.34.0629148-LCTW01516-8374-DMT115-TTG622-DMTDUMMY.xml
